create,cat,sub-cat,urgency,impact,assign,cmt-resolve,resolve,cmt-close
"<p style=""background-color:yellow;"">1136</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">376</p>","<p style=""background-color:yellow;"">1402</p>","<p style=""background-color:yellow;"">10243</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">246</p>","<p style=""background-color:yellow;"">-1</p>"
1574,53,557,58,1846,10697,268,248,-1
1602,-1,-1,62,1377,9161,237,190,476
1407,-1,-1,-1,-1,12061,-1,198,428
1873,56,901,62,1779,7126,245,321,-1
1584,61,662,62,1558,9766,282,258,453
1249,62,802,-1,-1,16449,196,327,486
1981,73,784,-1,-1,13334,249,325,488
1316,59,655,61,1323,10169,195,236,496
900,61,873,67,1633,12893,-1,288,-1
1783,78,399,63,1155,8224,208,159,-1
1079,63,750,55,1764,8296,-1,275,421
1320,45,995,61,1594,10878,208,193,406
1440,67,1021,-1,-1,12564,-1,181,449
1219,58,510,64,1475,7398,219,153,-1
1287,67,408,-1,-1,11794,-1,171,481
1674,-1,-1,53,1086,9975,272,221,551
1222,60,719,35,1081,8281,-1,229,483
907,56,630,65,1255,7961,293,290,502
1505,42,596,58,1374,12770,-1,197,-1
1496,61,335,56,1475,10762,-1,237,-1
1391,66,710,58,1382,11229,-1,285,466
1692,61,419,54,1246,9921,-1,371,552
1420,52,490,51,1297,10255,268,161,394
1865,50,586,-1,-1,11531,-1,316,458
1500,67,728,69,1288,13194,251,180,510
1371,47,841,57,1512,6987,244,337,426
"<p style=""background-color:yellow;"">1521</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">9604</p>","<p style=""background-color:yellow;"">253</p>","<p style=""background-color:yellow;"">478</p>","<p style=""background-color:yellow;"">-1</p>"
1131,56,908,52,1628,11909,266,179,-1
"<p style=""background-color:yellow;"">1001</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">50</p>","<p style=""background-color:yellow;"">1608</p>","<p style=""background-color:yellow;"">14977</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">254</p>","<p style=""background-color:yellow;"">-1</p>"
832,64,575,-1,-1,12272,185,197,504
1317,-1,-1,-1,-1,12427,236,273,474
908,-1,-1,57,1847,8269,-1,269,339
1356,74,549,59,1198,7869,230,288,517
1502,68,489,60,1454,10854,-1,257,452
1442,-1,-1,-1,-1,12671,266,201,554
"<p style=""background-color:yellow;"">1395</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">6588</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">262</p>","<p style=""background-color:yellow;"">561</p>"
"<p style=""background-color:yellow;"">1359</p>","<p style=""background-color:yellow;"">80</p>","<p style=""background-color:yellow;"">864</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">18851</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">143</p>","<p style=""background-color:yellow;"">453</p>"
1423,53,597,-1,-1,11049,254,259,478
1543,60,570,57,1755,5044,252,219,431
1284,-1,-1,61,1351,12923,197,173,-1
1269,66,635,54,1603,13601,-1,111,501
1126,55,803,-1,-1,9935,190,193,496
1345,55,710,64,1430,10508,236,292,418
1374,45,785,66,1334,12095,-1,341,466
1628,54,638,-1,-1,9586,247,256,529
1731,-1,-1,56,1689,10222,249,244,411
"<p style=""background-color:yellow;"">1211</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">16402</p>","<p style=""background-color:yellow;"">207</p>","<p style=""background-color:yellow;"">344</p>","<p style=""background-color:yellow;"">639</p>"
1694,53,563,66,1281,12215,207,210,451
1278,58,569,68,1312,9644,292,165,-1
1526,-1,-1,65,1220,9532,243,200,402
"<p style=""background-color:yellow;"">1223</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">7812</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">231</p>","<p style=""background-color:yellow;"">-1</p>"
"<p style=""background-color:yellow;"">7451</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11431</p>","<p style=""background-color:yellow;"">208</p>","<p style=""background-color:yellow;"">213</p>","<p style=""background-color:yellow;"">478</p>"
1287,-1,-1,55,1389,8537,183,219,516
1712,51,942,50,1678,9102,207,226,-1
"<p style=""background-color:yellow;"">1501</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11350</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">331</p>","<p style=""background-color:yellow;"">525</p>"
1515,-1,-1,53,1255,12340,199,174,-1
1480,-1,-1,61,1454,14448,235,165,455
1410,65,673,-1,-1,9904,237,393,-1
1317,65,908,62,1850,7616,228,241,-1
1815,-1,-1,-1,-1,10814,305,213,539
1411,64,429,-1,-1,9531,259,225,414
953,50,976,-1,-1,8821,213,204,530
1381,60,422,66,1437,9582,249,254,-1
1132,68,520,68,1540,12305,194,325,-1
1227,-1,-1,-1,-1,12897,317,324,401
1828,60,841,-1,-1,12036,267,231,447
993,65,585,58,1930,12036,-1,375,454
1304,-1,-1,58,1382,11843,-1,325,447
1080,-1,-1,65,1477,8080,208,231,465
1337,-1,-1,53,1799,9932,237,195,494
1569,-1,-1,56,2011,9342,235,187,459
1589,55,689,-1,-1,11875,257,303,-1
1190,63,858,-1,-1,7609,259,252,542
1539,70,885,74,1220,10703,267,244,-1
1136,-1,-1,59,1698,6886,-1,213,402
1426,-1,-1,56,1109,8770,203,196,372
1649,73,921,-1,-1,12066,-1,279,554
1921,-1,-1,54,1428,9567,255,302,490
1160,72,768,48,1287,8739,296,196,-1
1705,68,643,56,1252,8767,247,282,419
1514,59,770,49,1330,9453,196,236,480
1345,-1,-1,70,1661,8429,243,305,423
1737,59,779,-1,-1,10809,211,335,-1
1500,72,562,63,1691,11366,264,146,492
1358,-1,-1,58,1604,10253,-1,183,-1
1473,-1,-1,62,1288,9817,206,231,538
1593,57,971,56,1575,9271,185,251,-1
1265,59,920,61,1571,9433,210,233,-1
1681,82,445,-1,-1,10701,237,171,481
1633,139,736,59,1477,10907,236,220,401
1335,78,920,-1,-1,9842,221,190,547
"<p style=""background-color:yellow;"">966</p>","<p style=""background-color:yellow;"">65</p>","<p style=""background-color:yellow;"">1179</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10114</p>","<p style=""background-color:yellow;"">290</p>","<p style=""background-color:yellow;"">292</p>","<p style=""background-color:yellow;"">-1</p>"
"<p style=""background-color:yellow;"">1099</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">127995</p>","<p style=""background-color:yellow;"">238</p>","<p style=""background-color:yellow;"">129</p>","<p style=""background-color:yellow;"">449</p>"
1421,-1,-1,59,1339,11211,-1,301,532
1312,66,550,60,1402,10926,239,264,489
1663,63,554,59,1493,7712,264,212,-1
1382,50,547,-1,-1,10451,279,207,544
1026,54,527,-1,-1,9776,250,268,457
1561,47,910,59,1340,16012,273,216,556
1350,50,849,61,1400,11195,279,359,452
1246,53,606,-1,-1,15122,-1,215,440
1672,42,609,-1,-1,10132,212,256,516
"<p style=""background-color:yellow;"">1023</p>","<p style=""background-color:yellow;"">83</p>","<p style=""background-color:yellow;"">936</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11834</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">100</p>","<p style=""background-color:yellow;"">477</p>"
"<p style=""background-color:yellow;"">1152</p>","<p style=""background-color:yellow;"">56</p>","<p style=""background-color:yellow;"">1607</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">14724</p>","<p style=""background-color:yellow;"">245</p>","<p style=""background-color:yellow;"">183</p>","<p style=""background-color:yellow;"">391</p>"
1706,53,673,60,1354,14801,274,284,-1
1127,67,855,56,1456,14398,253,372,520
1611,47,658,63,8390,13594,270,289,-1
1648,64,632,-1,-1,6865,231,328,297
852,-1,-1,53,1583,9430,202,210,514
1318,51,446,69,1427,10472,291,235,474
1522,52,791,55,1313,11135,216,271,-1
1438,53,748,60,1564,8099,212,211,423
1265,73,564,69,1243,9471,235,167,367
1161,64,782,51,1697,8503,308,237,426
1284,47,656,67,1305,16350,-1,356,466
1479,77,1152,50,1326,11366,275,323,540
1357,-1,-1,367,1248,11887,254,172,505
1620,79,652,62,1386,7443,253,276,405
2111,-1,-1,71,1369,11616,289,240,492
1407,68,586,56,1661,13951,255,232,-1
"<p style=""background-color:yellow;"">1123</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">3845</p>","<p style=""background-color:yellow;"">267</p>","<p style=""background-color:yellow;"">225</p>","<p style=""background-color:yellow;"">-1</p>"
1390,97,629,61,1437,8069,-1,157,438
1045,61,1179,60,1069,10939,-1,249,-1
1452,-1,-1,-1,-1,11385,-1,244,-1
1789,54,891,61,1858,10924,287,269,-1
1747,70,531,-1,-1,8145,208,260,-1
1606,77,654,-1,-1,14563,246,232,545
1768,71,778,60,2061,13970,-1,296,448
1491,54,653,62,1310,14067,258,265,507
"<p style=""background-color:yellow;"">1719</p>","<p style=""background-color:yellow;"">62</p>","<p style=""background-color:yellow;"">961</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">16004</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">368</p>","<p style=""background-color:yellow;"">385</p>"
1561,47,586,60,1631,8931,252,239,-1
1259,53,369,66,1624,9332,-1,199,498
1694,81,911,53,1760,8304,-1,250,346
1596,49,591,60,1131,9125,226,277,496
1083,62,922,-1,-1,10664,295,231,480
1973,-1,-1,-1,-1,7957,253,339,544
1771,67,828,-1,-1,11913,270,336,502
1473,-1,-1,58,1617,7523,-1,279,-1
1888,63,732,53,1349,9541,251,311,543
1427,61,757,67,1431,11085,214,274,433
1495,75,674,-1,-1,10125,202,193,449
"<p style=""background-color:yellow;"">10099</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">13166</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">179</p>","<p style=""background-color:yellow;"">-1</p>"
"<p style=""background-color:yellow;"">1129</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11660</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">274</p>","<p style=""background-color:yellow;"">-1</p>"
1755,72,644,59,1061,9643,-1,204,-1
1890,69,814,60,1701,8880,227,230,459
1469,-1,-1,64,1176,9979,228,190,506
1680,35,676,54,1556,9873,-1,277,-1
1373,64,981,-1,-1,8693,250,156,440
1503,-1,-1,62,1107,10671,218,261,-1
"<p style=""background-color:yellow;"">1652</p>","<p style=""background-color:yellow;"">62</p>","<p style=""background-color:yellow;"">594</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">13360</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">331</p>","<p style=""background-color:yellow;"">-1</p>"
1430,60,965,52,855,8591,-1,205,439
1553,82,577,-1,-1,10978,264,331,452
1201,-1,-1,62,1464,9364,257,73,486
1431,406,611,67,1649,9499,244,324,-1
1571,-1,-1,64,1501,12513,-1,243,397
1405,-1,-1,66,1474,15787,218,301,-1
3534,63,691,51,1226,13792,268,242,-1
1328,-1,-1,-1,-1,8822,-1,233,410
1135,-1,-1,63,1319,11376,227,184,526
1623,73,630,58,1142,11090,245,210,470
1791,68,863,-1,-1,12696,216,177,-1
"<p style=""background-color:yellow;"">1158</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11683</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">211</p>","<p style=""background-color:yellow;"">-1</p>"
1592,68,400,71,1466,11528,247,185,526
1443,71,496,47,1341,6226,266,333,-1
1391,-1,-1,-1,-1,13421,214,164,549
1105,52,580,74,1651,9019,171,281,-1
1781,53,742,64,1594,11068,284,214,401
1477,-1,-1,57,1771,8084,-1,130,480
1262,-1,-1,56,1523,6876,248,236,-1
1427,65,787,-1,-1,14366,257,240,464
1242,65,897,61,1187,11082,-1,280,-1
1432,49,808,-1,-1,14013,-1,284,444
1447,66,1019,57,1318,15414,-1,184,461
1477,-1,-1,58,1518,12430,236,181,-1
1221,-1,-1,50,1193,9466,244,209,464
1383,54,761,57,1345,11598,208,143,459
1362,51,369,58,1416,11683,-1,307,323
1244,73,510,59,1533,10811,246,258,491
857,77,418,54,1371,9622,178,169,530
968,-1,-1,63,1187,9553,293,357,502
1871,78,709,-1,-1,7628,221,223,540
1268,51,720,54,1287,12081,231,183,413
1150,74,882,60,1369,9785,220,237,477
1623,-1,-1,-1,-1,12013,281,238,-1
"<p style=""background-color:yellow;"">1035</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">6232</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">371</p>","<p style=""background-color:yellow;"">496</p>"
1455,-1,-1,55,1444,9445,182,222,528
"<p style=""background-color:yellow;"">1061</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">5513</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">120</p>","<p style=""background-color:yellow;"">534</p>"
1619,43,753,-1,-1,10901,-1,392,520
775,80,626,-1,-1,12897,246,185,457
1663,67,657,-1,-1,7883,225,238,-1
1212,64,792,63,963,6516,301,207,445
1315,-1,-1,61,1216,11618,252,328,513
1422,62,530,59,1503,12515,277,316,412
1482,72,568,71,1289,9015,-1,228,449
"<p style=""background-color:yellow;"">1116</p>","<p style=""background-color:yellow;"">57</p>","<p style=""background-color:yellow;"">4771</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">9117</p>","<p style=""background-color:yellow;"">232</p>","<p style=""background-color:yellow;"">225</p>","<p style=""background-color:yellow;"">-1</p>"
1408,58,698,60,1277,10675,-1,169,539
1446,-1,-1,61,1489,11361,-1,135,554
1374,63,739,58,1509,4794,328,243,457
1252,-1,-1,57,1449,7650,239,186,-1
1143,56,903,72,1196,13946,-1,186,433
1292,-1,-1,63,1542,12204,290,164,426
1457,45,874,-1,-1,13374,253,271,432
1761,-1,-1,55,1283,9133,231,378,-1
1421,48,704,57,1117,11306,-1,122,532
1469,63,676,59,1084,12315,-1,243,403
1493,-1,-1,64,1849,9482,235,303,-1
1222,60,655,57,1319,13980,316,268,507
1351,46,751,-1,-1,10747,-1,158,407
1092,61,617,-1,-1,7890,223,306,376
1888,58,794,56,1465,10032,260,311,521
1611,61,964,51,1692,13031,-1,279,-1
1064,-1,-1,-1,-1,10501,281,183,541
"<p style=""background-color:yellow;"">1354</p>","<p style=""background-color:yellow;"">74</p>","<p style=""background-color:yellow;"">914</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">7826</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">203</p>","<p style=""background-color:yellow;"">-1</p>"
1187,60,653,54,1379,12789,235,350,494
1578,-1,-1,55,1718,7332,237,256,436
1097,-1,-1,62,1579,14380,263,263,426
1479,90,657,64,1654,10338,-1,335,-1
1606,-1,-1,57,1499,10764,-1,285,466
1441,65,583,-1,-1,11164,216,143,-1
1728,-1,-1,60,1490,8955,213,345,579
1565,-1,-1,64,1167,10338,222,282,543
1833,-1,-1,-1,-1,11172,200,231,528
"<p style=""background-color:yellow;"">6668</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">68</p>","<p style=""background-color:yellow;"">1681</p>","<p style=""background-color:yellow;"">9722</p>","<p style=""background-color:yellow;"">205</p>","<p style=""background-color:yellow;"">298</p>","<p style=""background-color:yellow;"">385</p>"
"<p style=""background-color:yellow;"">7507</p>","<p style=""background-color:yellow;"">58</p>","<p style=""background-color:yellow;"">341</p>","<p style=""background-color:yellow;"">66</p>","<p style=""background-color:yellow;"">1683</p>","<p style=""background-color:yellow;"">13093</p>","<p style=""background-color:yellow;"">289</p>","<p style=""background-color:yellow;"">338</p>","<p style=""background-color:yellow;"">-1</p>"
1463,57,843,58,1392,13071,255,270,484
1281,63,724,67,1300,10201,286,222,-1
"<p style=""background-color:yellow;"">1198</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">12739</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">187</p>","<p style=""background-color:yellow;"">-1</p>"
1200,-1,-1,56,1364,15296,258,272,473
1238,-1,-1,69,1567,11472,273,153,-1
1494,-1,-1,61,1435,10226,220,200,-1
1135,-1,-1,60,1510,10795,187,148,-1
1545,54,654,65,1586,12759,-1,303,426
1345,64,746,58,1252,12340,-1,317,480
1741,76,590,63,1464,12130,210,329,480
1606,-1,-1,63,1644,9191,213,393,-1
1630,53,436,57,1307,11194,198,141,475
1230,-1,-1,58,1886,9475,259,249,-1
1551,-1,-1,63,1451,14516,207,320,-1
1073,64,731,62,1648,11621,311,263,451
"<p style=""background-color:yellow;"">1569</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">15285</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">247</p>","<p style=""background-color:yellow;"">404</p>"
1339,-1,-1,58,1835,15371,-1,256,416
1219,73,307,-1,-1,12997,256,131,562
1038,66,660,57,1584,9617,252,292,-1
1175,-1,-1,60,1444,7608,193,320,440
1492,-1,-1,57,1070,12151,259,241,498
1133,57,891,58,1449,6738,227,169,416
1199,41,646,66,1417,11991,219,256,-1
1360,41,330,58,1415,12300,219,208,467
1532,83,622,66,1519,13267,187,304,485
"<p style=""background-color:yellow;"">1772</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">57</p>","<p style=""background-color:yellow;"">1494</p>","<p style=""background-color:yellow;"">6398</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">182</p>","<p style=""background-color:yellow;"">-1</p>"
1569,52,742,-1,-1,9197,199,161,452
1764,54,976,60,1603,10697,-1,266,-1
"<p style=""background-color:yellow;"">994</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">13741</p>","<p style=""background-color:yellow;"">175</p>","<p style=""background-color:yellow;"">257</p>","<p style=""background-color:yellow;"">-1</p>"
"<p style=""background-color:yellow;"">1329</p>","<p style=""background-color:yellow;"">69</p>","<p style=""background-color:yellow;"">1181</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">6170</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">308</p>","<p style=""background-color:yellow;"">567</p>"
1493,-1,-1,59,1448,9415,229,276,-1
1252,69,787,-1,-1,14160,235,227,473
1378,592,711,66,1685,12339,208,279,438
1000,43,526,54,1379,9602,237,214,486
1327,-1,-1,-1,-1,10043,221,177,541
1671,-1,-1,66,1289,9411,-1,319,499
899,-1,-1,71,1405,10510,289,243,-1
1721,67,595,57,1074,7861,253,249,516
1590,36,642,62,1281,8481,-1,341,494
1379,75,1160,58,1199,8950,232,233,-1
2020,-1,-1,64,1236,11965,271,305,525
1302,39,660,50,1186,12957,186,134,525
1337,60,936,56,1926,8877,285,231,445
"<p style=""background-color:yellow;"">15879</p>","<p style=""background-color:yellow;"">79</p>","<p style=""background-color:yellow;"">1014</p>","<p style=""background-color:yellow;"">50</p>","<p style=""background-color:yellow;"">1198</p>","<p style=""background-color:yellow;"">10705</p>","<p style=""background-color:yellow;"">280</p>","<p style=""background-color:yellow;"">227</p>","<p style=""background-color:yellow;"">-1</p>"
1602,63,811,61,1584,13954,187,204,590
1215,51,497,-1,-1,10103,258,237,421
535,-1,-1,59,1213,10939,269,299,426
1764,58,804,68,1185,9713,221,226,486
1601,51,796,70,1381,12171,263,277,506
"<p style=""background-color:yellow;"">1399</p>","<p style=""background-color:yellow;"">45</p>","<p style=""background-color:yellow;"">865</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">5553</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">371</p>","<p style=""background-color:yellow;"">398</p>"
1761,-1,-1,58,1481,12556,-1,205,352
1628,52,875,-1,-1,9678,180,180,511
"<p style=""background-color:yellow;"">1865</p>","<p style=""background-color:yellow;"">45</p>","<p style=""background-color:yellow;"">588</p>","<p style=""background-color:yellow;"">158</p>","<p style=""background-color:yellow;"">1468</p>","<p style=""background-color:yellow;"">9568</p>","<p style=""background-color:yellow;"">291</p>","<p style=""background-color:yellow;"">958</p>","<p style=""background-color:yellow;"">391</p>"
1178,70,662,58,1367,7908,-1,245,477
1511,-1,-1,64,1318,12030,259,347,571
1510,57,887,55,1668,12311,260,303,511
1563,-1,-1,67,1228,10821,218,142,425
978,-1,-1,57,1555,10567,-1,301,-1
1555,-1,-1,-1,-1,10907,-1,275,-1
1393,49,945,297,1160,9998,252,221,-1
1328,61,676,68,1660,11012,258,205,382
1331,72,853,53,1648,13967,189,216,-1
1492,48,739,60,1365,7447,-1,353,-1
1803,73,648,62,1460,7444,-1,257,-1
"<p style=""background-color:yellow;"">1613</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">9034</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">230</p>","<p style=""background-color:yellow;"">-1</p>"
1180,39,836,52,1442,14772,243,281,452
1618,-1,-1,59,1659,13405,277,191,527
1543,58,561,55,1387,11782,223,143,466
1411,51,705,57,1367,13342,205,288,523
1460,-1,-1,70,1454,12347,276,229,-1
1519,74,465,-1,-1,13143,236,281,452
1658,54,740,59,1249,8053,242,331,465
"<p style=""background-color:yellow;"">1534</p>","<p style=""background-color:yellow;"">69</p>","<p style=""background-color:yellow;"">997</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11176</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">354</p>","<p style=""background-color:yellow;"">525</p>"
1695,73,586,-1,-1,12136,219,263,-1
1519,92,483,62,1619,10232,229,306,519
1494,-1,-1,-1,-1,11779,258,110,507
1459,-1,-1,57,1283,11927,-1,207,332
1558,-1,-1,63,1700,11609,216,139,340
"<p style=""background-color:yellow;"">1534</p>","<p style=""background-color:yellow;"">37</p>","<p style=""background-color:yellow;"">1001</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10713</p>","<p style=""background-color:yellow;"">313</p>","<p style=""background-color:yellow;"">379</p>","<p style=""background-color:yellow;"">-1</p>"
1580,42,583,59,1762,8580,227,109,-1
1514,49,722,-1,-1,13944,309,160,539
1531,-1,-1,61,1581,6158,-1,157,586
1587,56,378,64,1685,12173,266,340,432
899,55,699,66,1371,9974,275,419,-1
1495,-1,-1,62,1219,10617,220,209,-1
1451,-1,-1,-1,-1,9066,-1,228,547
1493,60,702,-1,-1,10058,199,248,-1
979,-1,-1,61,1392,11554,210,285,454
1793,65,710,63,1278,13640,-1,241,535
2002,53,895,57,1763,6537,-1,317,446
1465,49,716,-1,-1,10539,246,239,-1
"<p style=""background-color:yellow;"">15583</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">62</p>","<p style=""background-color:yellow;"">1642</p>","<p style=""background-color:yellow;"">15698</p>","<p style=""background-color:yellow;"">204</p>","<p style=""background-color:yellow;"">275</p>","<p style=""background-color:yellow;"">491</p>"
1291,67,731,-1,-1,8292,-1,327,517
1771,-1,-1,63,1839,8721,219,181,471
1064,-1,-1,54,1311,11620,235,242,452
"<p style=""background-color:yellow;"">1636</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">13787</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">281</p>","<p style=""background-color:yellow;"">-1</p>"
1639,-1,-1,60,1940,10596,-1,146,-1
1289,66,763,57,1296,4790,-1,171,481
1467,55,659,-1,-1,11469,257,203,493
1548,54,323,67,1163,10599,174,365,-1
1391,57,722,54,1429,8901,249,266,382
1614,37,710,66,1768,9827,253,231,-1
1536,-1,-1,-1,-1,13472,253,275,478
1135,-1,-1,65,1386,12699,-1,316,-1
1381,-1,-1,65,1271,9868,293,155,-1
1579,-1,-1,55,1602,9869,245,281,526
1667,67,797,66,1353,10703,211,301,-1
"<p style=""background-color:yellow;"">913</p>","<p style=""background-color:yellow;"">74</p>","<p style=""background-color:yellow;"">843</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10507</p>","<p style=""background-color:yellow;"">317</p>","<p style=""background-color:yellow;"">149</p>","<p style=""background-color:yellow;"">-1</p>"
1268,-1,-1,60,1548,12904,294,178,470
